f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,label
-1.093205730532545,0.476926224328355,-2.2682578218396747,-4.148391462012488,3.293215089115298,-2.423861109889816,-1.1201465898040595,6.412865689822909,-1.9850199597571079,-1.5109986340840011,-0.46192312017053544,0.5137384845375214,4.959695273846089,1.7573840454715546,0.5011648887002916,1.5911401930626181,4.322499378177077,2.227455020068324,-1.3943370312292038,0.3351464593532501,1.0514238255770005,-1.6850470367675385,1.1732403811889711,2.5035899880794137,-0.8782706199066334,8
-18.064091283682497,-3.0280899585745944,-4.500542527295858,-2.245880676083734,-11.76035572064738,8.301725137466782,-4.903708229319115,6.399695094889632,0.9634406907958973,-1.6657894098318546,3.812681723944982,1.4696300436560297,2.225637767102191,2.0069357965629795,-1.6842832553255027,-2.0836093880827957,0.6137831557109146,-1.1134363728669119,0.5672160565000073,-1.5879599181304518,-0.22779691381838676,8.617915577377238,-0.42223799383977767,1.0948935417143657,-1.4274207562059735,0
3.6811282362335933,1.03565221296109,-4.893061954061966,1.5838666385880222,0.907036062334206,-5.9268484919289195,-3.9203751393365533,-1.621321416557635,-2.6893983241808437,-3.3624473881434436,-1.0776263165814097,-2.109388978949619,0.6443613971925153,-1.278167218264718,-1.7830370533439381,0.704935465441111,-0.17139681352443653,2.079071884413301,0.2125031677324768,0.3889713793439714,-0.6461030496507804,0.3307479685729006,3.232704942205855,-0.8931888786704125,-2.9075293190803135,7
0.5694282616428892,3.073417959658118,-2.2288093285938313,-1.7929613177310326,5.42807676042556,-4.403736912953614,-2.3237935119708086,4.901633247354229,-2.187910957798976,-2.8315912216807644,-3.1593144719261974,1.1217113673876677,0.06909299408627612,-0.5814037209605544,-0.29800704841943737,-3.1034642137523596,3.7119633338343325,0.7667372551040056,1.6016383000167604,2.405223346785528,1.874956446384946,1.4337334490281886,0.9888065848791878,1.8276130998330085,1.62949009535285,8
6.079936622637666,-4.585973427371628,5.009130387215993,0.09262657446544005,-5.445692967742407,-2.8076026821671283,3.2641820324937627,4.504046402071667,-0.043845056080540144,-3.4311385491339426,-0.5799879953523234,3.8010746286646104,-0.251622218338177,-4.322959134789595,-1.4127405514397624,2.4572223066470364,0.438967016403437,-1.1392441103129478,0.7543840097984801,-0.4271617212921953,-2.7034265002395084,-0.49424234990090193,-1.763279674827703,-1.1662133332343598,-1.3726950962431141,1
-12.151951261426797,0.12970051194759658,1.9847360996516372,-9.504090390269548,-1.6196034463997897,-5.349522073950922,1.485449212514364,-5.928525836506293,-1.0593966287495797,-1.4536911444433684,-0.2887520131508961,6.123063186129257,-3.1147710412997904,6.167652683131794,-0.9415370510721673,7.722275073086037,-5.065887654615113,-2.1203271154487924,-0.17435260729847257,-4.086443878526835,-0.4369058626938256,-0.7296731158012819,-0.3209829969048159,0.24618353114023364,1.127082896197161,3
-3.0673052336949036,15.464494386124985,-1.026778672836176,0.13564653149922415,2.515152844983011,-6.7707045848717655,7.625240800002384,5.303656003558026,4.436271931640476,-1.169737277340026,-4.856592698191165,-3.427423504929312,-5.085074828193891,2.0644622502215033,-0.5114488367413689,-4.353711165402104,-4.9736240664285125,3.2469277374565304,1.180370702671812,-1.742617442841567,-2.688151683799528,4.995842033948845,6.620599826434083,1.1713253548042015,-3.730819349582356,9
0.36381417122017984,-2.538697489140391,10.301065843300579,7.472758938769421,-1.6888960583188848,-3.958783760046363,-1.7776618162640112,-1.2981220319390694,-5.686432004185845,-1.365651052843282,1.591752104305715,3.8453325136410026,1.0248085706964318,-0.5729352765903628,4.154441758506272,-2.8100430997804473,-2.5918015348958585,-6.612978049028126,4.709400286581616,1.8672383542112794,-2.3506975786948536,0.399479112674812,-1.1242710246389682,-3.079133564284217,0.5650021575751191,2
-6.028261426072726,15.135726094209625,0.3093591607646088,4.21401735212529,-2.7122896112228467,-9.655403892479649,6.833867973794697,3.2954433258740163,8.57330628956724,-3.3501990415300784,-3.9724111609500703,-13.282900138364667,0.5692881036706423,3.252643665564891,5.866157037625039,-4.012411217902563,-12.09056568058315,-4.302788639496964,-7.644465667775099,-4.055938057751798,-14.05517500026636,0.5287155966333863,-7.399576715235359,-2.2727576793473276,-0.8907613808191867,9
-0.5167629909184002,12.665685152706676,8.00409076110639,-7.20965140991252,0.6538256928729189,-0.2991380838654828,2.036848783919825,0.07071781672474982,8.30940469299639,3.8846033080050146,-0.9998261050803662,-3.9442806547311546,-1.3192254155678578,3.428036611219953,-2.463701874981692,-0.9398466051473947,1.888380942275453,1.9054324019889282,4.133105243654286,-4.135188477610044,3.1981480937800235,-2.1913303279402694,-0.11242288092702961,1.0877681935111887,0.4966308632112324,3
4.3827707877842785,4.5416719274500466,-6.166544778569106,2.3622414168367065,1.5927345231361083,0.7585929549059189,0.5841968348736937,3.0865622180998584,-2.285804367292112,-1.608794745743345,5.187511208884376,1.6750291803180057,2.6370294947247035,-1.770841617941595,-3.6870127210269867,-2.5914775325152983,2.06857655283644,-4.121769171401024,-2.2179651576449353,2.73049187744581,-1.971951524069224,-1.4310207780964663,-1.924283160839866,0.0951159349788517,1.2250339107949122,9
